Name	ORF
YLR345W	YLR345W
CIS1	YLR346C
KAP95	YLR347C
NIT3	YLR351C
LUG1	YLR352W
ILV5	YLR355C
RSC2	YLR357W
VPS38	YLR360W
DCR2	YLR361C
STE11	YLR362W
NMD4	YLR363C
YLR363W-A	YLR363W-A
RPS22B	YLR367W
MDM30	YLR368W
SSQ1	YLR369W
ARC18	YLR370C
VID22	YLR373C
PSY3	YLR376C
SEC61	YLR378C
CTF3	YLR381W
NAM2	YLR382C
SMC6	YLR383W
IKI3	YLR384C
SWC7	YLR385C
VAC14	YLR386W
ATP10	YLR393W
CST9	YLR394W
VPS33	YLR396C
AFG2	YLR397C
SKI2	YLR398C
BDF1	YLR399C
SFP1	YLR403W
DUS4	YLR405W
RPL31B	YLR406C
YLR407W	YLR407W
UTP21	YLR409C
VIP1	YLR410W
BER1	YLR412W
INA1	YLR413W
YLR415C	YLR415C
CDC73	YLR418C
YLR419W	YLR419W
DCK1	YLR422W
SPP382	YLR424W
TUS1	YLR425W
CRN1	YLR429W
SEN1	YLR430W
IMD3	YLR432W
ECM30	YLR436C
LSM3	YLR438C-A
SEC39	YLR440C
SIR3	YLR442C
ECM7	YLR443W
FPR4	YLR449W
HMG2	YLR450W
SST2	YLR452C
PAU4	YLR461W
YLR462W	YLR462W
YLR463C	YLR463C
YLR464W	YLR464W
YLR465C	YLR465C
YRF1-4	YLR466W
YRF1-5	YLR467W
YML133C	YML133C
COS3	YML132W
COX14	YML129C
RSC9	YML127W
PGA3	YML125C
GTR1	YML121W
YML119W	YML119W
NAB6	YML117W
YML116W-A	YML116W-A
VAN1	YML115C
TAF8	YML114C
CTK3	YML112W
COQ5	YML110C
ZDS2	YML109W
YML108W	YML108W
URA5	YML106W
SEC65	YML105C
MDM1	YML104C
NUP188	YML103C
CAC2	YML102W
TAF13	YML098W
VPS9	YML097C
YML096W	YML096W
PRE8	YML092C
RPM2	YML091C
UFO1	YML088W
DUS1	YML080W
YML079W	YML079W
CPR3	YML078W
BET5	YML077W
HMG1	YML075C
FPR3	YML074C
COG8	YML071C
DAK1	YML070W
POB3	YML069W
ITT1	YML068W
ORC1	YML065W
TEM1	YML064C
MFT1	YML062C
PIF1	YML061C
OGG1	YML060W
NTE1	YML059C
SML1	YML058W
YML057C-A	YML057C-A
IMD4	YML056C
YML053C	YML053C
SUR7	YML052W
GAL80	YML051W
RSE1	YML049C
GSF2	YML048W
PRP39	YML046W
RRN11	YML043C
VPS71	YML041C
YMD8	YML038C
YML037C	YML037C
CGI121	YML036W
YML034C-A	YML034C-A
SRC1	YML034W
RAD52	YML032C
NDC1	YML031W
RCF1	YML030W
USA1	YML029W
TSA1	YML028W
RPS18B	YML026C
YML6	YML025C
RPS17A	YML024W
UNG1	YML021C
YML020W	YML020W
YML018C	YML018C
PSP2	YML017W
PPZ1	YML016C
TAF11	YML015C
TRM9	YML014W
UBX2	YML013W
ERV25	YML012W
RAD33	YML011C
YM9W-B	YML009W-B
YM9C-A	YML009C-A
ERG6	YML008C
MIN4	YML007C-A
GIS4	YML006C
TRM12	YML005W
GLO1	YML004C
YM2W	YML002W
YPT7	YML001W
MIX17	YMR002W
MVP1	YMR004W
YM7W	YMR007W
PLB1	YMR008C
ANY1	YMR010W
SEC59	YMR013C
YMR013W-A	YMR013W-A
BUD22	YMR014W
SOK2	YMR016C
FMS1	YMR020W
MRPL3	YMR024W
CSI1	YMR025W
PEX12	YMR026C
TAP42	YMR028W
FAR8	YMR029C
EIS1	YMR031C
IMP2	YMR035W
MIH1	YMR036C
CCS1	YMR038C
SUB1	YMR039C
YMR046W-A	YMR046W-A
NUP116	YMR047C
CSM3	YMR048W
FAR3	YMR052W
STB2	YMR053C
STV1	YMR054W
SEN15	YMR059W
SAM37	YMR060C
RNA14	YMR061W
RIM9	YMR063W
AEP1	YMR064W
KAR5	YMR065W
UBX4	YMR067C
AVO2	YMR068W
TVP18	YMR071C
IRC21	YMR073C
SDD2	YMR074C
RCO1	YMR075W
PDS5	YMR076C
VPS20	YMR077C
SEC14	YMR079W
NAM7	YMR080C
PDL32	YMR087W
VBA1	YMR088C
YTA12	YMR089C
YMR090W	YMR090W
CTF13	YMR094W
SNZ1	YMR096W
MTG1	YMR097C
ATP25	YMR098C
YKU80	YMR106C
ILV2	YMR108W
HFD1	YMR110C
YMR111C	YMR111C
FOL3	YMR113W
YMR114C	YMR114C
MGR3	YMR115W
ASC1	YMR116C
SPC24	YMR117C
RPL15B	YMR121C
NCW1	YMR122W-A
PKR1	YMR123W
EPO1	YMR124W
STO1	YMR125W
DLT1	YMR126C
SAS2	YMR127C
ECM16	YMR128W
POM152	YMR129W
ERG29	YMR134W
LDO16	YMR148W
SWP1	YMR149W
PAH1	YMR165C
YMR196W	YMR196W
TOM40	YMR203W
YMR226C	YMR226C
RRP5	YMR229C
RPL20A	YMR242C
TPS3	YMR261C
SAP30	YMR263W
NGL2	YMR285C
SCW10	YMR305C
GAS1	YMR307W
YMR315W	YMR315W
AAD14	YNL331C
RPD3	YNL330C
MDJ2	YNL328C
EGT2	YNL327W
FIG4	YNL325C
LEM3	YNL323W
VNX1	YNL321W
YNL320W	YNL320W
PHA2	YNL316C
ATP11	YNL315C
EMW1	YNL313C
KRI1	YNL308C
MCK1	YNL307C
MRPS18	YNL306W
YPT11	YNL304W
YNL303W	YNL303W
RPS19B	YNL302C
RPL18B	YNL301C
TRF5	YNL299W
CLA4	YNL298W
MON2	YNL297C
MRX6	YNL295W
RIM21	YNL294C
MSB3	YNL293W
SEC21	YNL287W
CUS2	YNL286W
POP3	YNL282W
HCH1	YNL281W
ERG24	YNL280C
TOF1	YNL273W
LYP1	YNL268W
PIK1	YNL267W
IST1	YNL265C
POL2	YNL262W
ORC5	YNL261W
LTO1	YNL260C
DSL1	YNL258C
SIP3	YNL257C
MRPL17	YNL252C
NRD1	YNL251C
MPA43	YNL249C
CWC25	YNL245C
SLA2	YNL243W
ATG2	YNL242W
ZWF1	YNL241C
NAR1	YNL240C
LAP3	YNL239W
KEX2	YNL238W
SIN4	YNL236W
YNL234W	YNL234W
BNI4	YNL233W
PDR16	YNL231C
URE2	YNL229C
JJJ1	YNL227C
CNM67	YNL225C
SQS1	YNL224C
SSU72	YNL222W
ALG9	YNL219C
MGS1	YNL218W
PPN2	YNL217W
IES2	YNL215W
PEX17	YNL214W
RRG9	YNL213C
SSB2	YNL209W
YNL208W	YNL208W
RIO2	YNL207W
RTT106	YNL206C
SPS18	YNL204C
PSY2	YNL201C
NNR1	YNL200C
GCR2	YNL199C
YNL198C	YNL198C
YNL193W	YNL193W
DUG3	YNL191W
YNL190W	YNL190W
KAR1	YNL188W
UBP10	YNL186W
PBR1	YNL181W
RPS3	YNL178W
MDG1	YNL173C
YNL170W	YNL170W
BNI5	YNL166C
YNL165W	YNL165W
YNL162W-A	YNL162W-A
NSG2	YNL156C
CUZ1	YNL155W
YCK2	YNL154C
THO2	YNL139C
SRV2	YNL138W
FPR1	YNL135C
TOM70	YNL121C
DBP2	YNL112W
YNL095C	YNL095C
NST1	YNL091W
MKT1	YNL085W
EOS1	YNL080C
LAT1	YNL071W
RPL16B	YNL069C
SUN4	YNL066W
NOP2	YNL061W
SLM2	YNL047C
IDH1	YNL037C
ARK1	YNL020C
SWM2	YNR004W
ATG3	YNR007C
LRO1	YNR008W
CSE2	YNR010W
URK1	YNR012W
PHO91	YNR013C
ACC1	YNR016C
TIM23	YNR017W
ATP23	YNR020C
SNF12	YNR023W
BUD17	YNR027W
YNR029C	YNR029C
ALG12	YNR030W
SSK2	YNR031C
PPG1	YNR032W
SOL1	YNR034W
MRPS12	YNR036C
RSM19	YNR037C
ZRG17	YNR039C
DPI29	YNR040W
COQ2	YNR041C
FPK1	YNR047W
YNR048W	YNR048W
MSO1	YNR049C
BRE5	YNR051C
NOG2	YNR053C
ESF2	YNR054C
BIO4	YNR057C
BIO3	YNR058W
MNT4	YNR059W
YNR061C	YNR061C
PUL4	YNR063W
DSE4	YNR067C
BSC5	YNR069C
AIF1	YNR074C
CSS3	YOL159C
ENB1	YOL158C
YOL153C	YOL153C
FRE7	YOL152W
PEX11	YOL147C
PSF3	YOL146W
RTC1	YOL138C
BSC6	YOL137W
PFK27	YOL136C
MED7	YOL135C
HRT1	YOL133W
ALR1	YOL130W
VPS68	YOL129W
YGK3	YOL128C
TRM13	YOL125W
TRM11	YOL124C
SMF1	YOL122C
RPS19A	YOL121C
RPL18A	YOL120C
RRI2	YOL117W
MSN1	YOL116W
PTH4	YOL114C
SKM1	YOL113W
MSB4	YOL112W
SHR5	YOL110W
YOL107W	YOL107W
WSC3	YOL105C
NDJ1	YOL104C
ITR2	YOL103W
PKH2	YOL100W
SDD3	YOL098C
TRM10	YOL093W
YPQ1	YOL092W
DUF1	YOL087C
PHM7	YOL084W
ATG19	YOL082W
IRA2	YOL081W
REX4	YOL080C
AVO1	YOL078W
YOL075C	YOL075C
SDH5	YOL071W
NBA1	YOL070C
HST1	YOL068C
RIB2	YOL066C
INP54	YOL065C
MET22	YOL064C
CRT10	YOL063C
APM4	YOL062C
PRS5	YOL061W
MAM3	YOL060C
THI20	YOL055C
PSH1	YOL054W
AIM39	YOL053W
SPE2	YOL052C
GSH2	YOL049W
RRT8	YOL048C
PSK2	YOL045W
PEX15	YOL044W
NTG2	YOL043C
RPS15	YOL040C
RPP2A	YOL039W
SMC5	YOL034W
MSE1	YOL033W
SIL1	YOL031C
GAS5	YOL030W
YOL029C	YOL029C
YAP7	YOL028C
MIM1	YOL026C
LAG2	YOL025W
IFM1	YOL023W
TSR4	YOL022C
DIS3	YOL021C
TAT2	YOL020W
TLG2	YOL018C
HRD1	YOL013C
MDM12	YOL009C
CSI2	YOL007C
TOP1	YOL006C
RPB11	YOL005C
SIN3	YOL004W
IZH2	YOL002C
PHO80	YOL001W
RRP6	YOR001W
ALG6	YOR002W
YSP3	YOR003W
UTP23	YOR004W
DNL4	YOR005C
TSR3	YOR006C
SGT2	YOR007C
SLG1	YOR008C
TIR4	YOR009W
AUS1	YOR011W
YOR013W	YOR013W
RTS1	YOR014W
YOR015W	YOR015W
ERP4	YOR016C
DDL1	YOR022C
AHC1	YOR023C
BUB3	YOR026W
CRS5	YOR031W
EXO1	YOR033C
SHE4	YOR035C
CYC2	YOR037W
IRC23	YOR044W
STD1	YOR047C
RAT1	YOR048C
RSB1	YOR049C
VHS3	YOR054C
NOB1	YOR056C
SGT1	YOR057W
ASE1	YOR058C
LPL1	YOR059C
SLD7	YOR060C
CKA2	YOR061W
YNG1	YOR064C
CYT1	YOR065W
ALG8	YOR067C
SGO1	YOR073W
BUD21	YOR078W
ATX2	YOR079C
DIA2	YOR080W
TGL5	YOR081C
OST3	YOR085W
TCB1	YOR086C
YVC1	YOR087W
CMR2	YOR093C
ARF3	YOR094W
RPS7A	YOR096W
YOR097C	YOR097C
NUP1	YOR098C
KTR1	YOR099W
RAS1	YOR101W
OST2	YOR103C
YOR105W	YOR105W
VAM3	YOR106W
RGS2	YOR107W
LEU9	YOR108W
INP53	YOR109W
CEX1	YOR112W
DPI34	YOR114W
RPO31	YOR116C
RPT5	YOR117W
RTC5	YOR118W
RIO1	YOR119C
GCY1	YOR120W
PFY1	YOR122C
LEO1	YOR123C
UBP2	YOR124C
RGA1	YOR127W
AFI1	YOR129C
ORT1	YOR130C
VPS17	YOR132W
EFT1	YOR133W
IDH2	YOR136W
SIA1	YOR137C
ARP8	YOR141C
LSC1	YOR142W
THI80	YOR143C
ELG1	YOR144C
PNO1	YOR145C
YOR146W	YOR146W
MDM32	YOR147W
SPP2	YOR148C
SMP3	YOR149C
MRPL23	YOR150W
RPB2	YOR151C
SLP1	YOR154W
NFI1	YOR156C
PUP1	YOR157C
PET123	YOR158W
SME1	YOR159C
PNS1	YOR161C
DDP1	YOR163W
SEY1	YOR165W
RPS28A	YOR167C
YRM1	YOR172W
ALE1	YOR175C
HEM15	YOR176W
LAS17	YOR181W
TUF1	YOR187W
MSB1	YOR188W
ULS1	YOR191W
SLK19	YOR195W
LIP5	YOR196C
DED1	YOR204W
GEP3	YOR205C
NOC2	YOR206W
RET1	YOR207C
PTP2	YOR208W
MGM1	YOR211C
STE4	YOR212W
SAS5	YOR213C
RUD3	YOR216C
STE13	YOR219C
MCP1	YOR228C
KIN4	YOR233W
RPL33B	YOR234C
IRC13	YOR235W
YOR238W	YOR238W
MET7	YOR241W
ESA1	YOR244W
DGA1	YOR245C
APC5	YOR249C
NAT5	YOR253W
TRE2	YOR256C
CDC31	YOR257W
HNT3	YOR258W
RPT4	YOR259C
GPN2	YOR262W
PNT1	YOR266W
YOR268C	YOR268C
PAC1	YOR269W
VPH1	YOR270C
FSF1	YOR271C
MOD5	YOR274W
RIM20	YOR275C
RFM1	YOR279C
FSH3	YOR280C
PLP2	YOR281C
YOR283W	YOR283W
RDL2	YOR286W
RRP36	YOR287C
MPD1	YOR288C
SNF2	YOR290C
YPK9	YOR291W
YOR292C	YOR292C
RRS1	YOR294W
UAF30	YOR295W
YOR296W	YOR296W
TIM18	YOR297C
BUD7	YOR299W
YORW	YOR300W
CPA1	YOR303W
ISW2	YOR304W
BIL1	YOR304C-A
RRG7	YOR305W
MCH5	YOR306C
SNU66	YOR308C
DGK1	YOR311C
RPL20B	YOR312C
SPS4	YOR313C
COT1	YOR316C
FAA1	YOR317W
YOR318C	YOR318C
HSH49	YOR319W
LDB19	YOR322C
MYO2	YOR326W
PDR10	YOR328W
MIP1	YOR330C
VMA4	YOR332W
ALA1	YOR335C
KRE5	YOR336W
TEA1	YOR337W
RPA43	YOR340C
YOR342C	YOR342C
REV1	YOR346W
CIN1	YOR349W
MNE1	YOR350C
SOG2	YOR353C
SNX3	YOR357C
PDE2	YOR360C
PRT1	YOR361C
PRE10	YOR362C
RPS12	YOR369C
GPB1	YOR371C
ALD4	YOR374W
GDH1	YOR375C
RDR1	YOR380W
FRE3	YOR381W
YPL277C	YPL277C
MDL2	YPL270W
DIP5	YPL265W
CUB1	YPL260W
BBP1	YPL255W
HFI1	YPL254W
ATG41	YPL250C
GYP5	YPL249C
YPL245W	YPL245W
HUT1	YPL244C
SRP68	YPL243W
YAR1	YPL239W
SUI3	YPL237W
ENV7	YPL236C
RVB2	YPL235W
VMA11	YPL234C
NSL1	YPL233W
SSO1	YPL232W
FAS2	YPL231W
YPL229W	YPL229W
YPL225W	YPL225W
MMT2	YPL224C
RPL1A	YPL220W
SAR1	YPL218W
BMS1	YPL217C
CBP3	YPL215W
NIP7	YPL211W
TYW1	YPL207W
PGC1	YPL206C
HRR25	YPL204W
TPK2	YPL203W
YPL199C	YPL199C
YPL197C	YPL197C
DDC1	YPL194W
RSA1	YPL193W
MRN1	YPL184C
RTC6	YPL183W-A
RTT10	YPL183C
CTI6	YPL181W
PPQ1	YPL179W
CBC2	YPL178W
SPT14	YPL175W
REV3	YPL167C
YPL162C	YPL162C
BEM4	YPL161C
PET20	YPL159C
KIP2	YPL155C
RAD53	YPL153C
YPL150W	YPL150W
PPT2	YPL148C
PXA1	YPL147W
KES1	YPL145C
POC4	YPL144W
RPL33A	YPL143W
FRK1	YPL141C
MKK2	YPL140C
UME1	YPL139C
SPP1	YPL138C
ISU1	YPL135W
ODC1	YPL134C
RDS2	YPL133C
COX11	YPL132W
TBF1	YPL128C
NAN1	YPL126W
RNY1	YPL123C
VPS30	YPL120W
HOS3	YPL116W
BEM3	YPL115C
YPL113C	YPL113C
CAR1	YPL111W
MCO76	YPL109C
YPL108W	YPL108W
SSE1	YPL106C
SYH1	YPL105C
MSD1	YPL104W
ATG21	YPL100W
INA17	YPL099C
MGR2	YPL098C
PNG1	YPL096W
EEB1	YPL095C
SEC62	YPL094C
SEN54	YPL083C
RPS9A	YPL081W
RPL21B	YPL079W
ATP4	YPL078C
YPL077C	YPL077C
GPI2	YPL076W
UBP16	YPL072W
YPL071C	YPL071C
MUK1	YPL070W
BTS1	YPL069C
YPL068C	YPL068C
HTC1	YPL067C
VPS28	YPL065W
CWC27	YPL064C
MFM1	YPL060W
GRX5	YPL059W
PDR12	YPL058C
LGE1	YPL055C
ARL3	YPL051W
MNN9	YPL050C
DIG1	YPL049C
SGF11	YPL047W
MRX11	YPL041C
EGD1	YPL037C
PMA2	YPL036W
ERG10	YPL028W
YPL025C	YPL025C
RMI1	YPL024W
RRP12	YPL012W
TAF3	YPL011C
RET3	YPL010W
CHL1	YPL008W
NCR1	YPL006W
LSP1	YPL004C
YP2C-A	YPR002C-A
AIM45	YPR004C
RPA135	YPR010C
YPR011C	YPR011C
TIF6	YPR016C
MCM4	YPR019W
AGC1	YPR021C
EAF3	YPR023C
YME1	YPR024W
CCL1	YPR025C
YOP1	YPR028W
APL4	YPR029C
NTO1	YPR031W
SRO7	YPR032W
ARP7	YPR034W
GLN1	YPR035W
TIP41	YPR040W
TIF5	YPR041W
PUF2	YPR042C
YPR044C	YPR044C
THP3	YPR045C
MCM16	YPR046W
MSF1	YPR047W
NHP6A	YPR052C
YPR053C	YPR053C
SMK1	YPR054W
FCY1	YPR062W
YPR063C	YPR063C
ISA2	YPR067W
SPE3	YPR069C
MED1	YPR070W
YPR071W	YPR071W
LTP1	YPR073C
TKL1	YPR074C
YPR074W-A	YPR074W-A
OPY2	YPR075C
MRL1	YPR079W
TEF1	YPR080W
GRS2	YPR081C
DIB1	YPR082C
YPR084W	YPR084W
SRP54	YPR088C
YPR089W	YPR089W
NVJ2	YPR091C
ASR1	YPR093C
SYT1	YPR095C
YPR096C	YPR096C
MRPL51	YPR100W
SNT309	YPR101W
RPL11A	YPR102C
PRE2	YPR103W
FHL1	YPR104C
COG4	YPR105C
YTH1	YPR107C
RPN7	YPR108W
GLD1	YPR109W
RPC40	YPR110C
DBF20	YPR111W
MRD1	YPR112C
YPR114W	YPR114W
RGC1	YPR115W
YPR117W	YPR117W
MRI1	YPR118W
CLB2	YPR119W
AXL1	YPR122W
CTR1	YPR124W
YLH47	YPR125W
YPR127W	YPR127W
ANT1	YPR128C
SCD6	YPR129W
NAT3	YPR131C
SPN1	YPR133C
TOM5	YPR133W-A
MSS18	YPR134W
CTF4	YPR135W
RRP9	YPR137W
LOA1	YPR139C
TAZ1	YPR140W
KAR3	YPR141C
RRP15	YPR143W
YPR147C	YPR147C
YPR148C	YPR148C
NCE102	YPR149W
PIN3	YPR154W
NCA2	YPR155C
CUR1	YPR158W
GPH1	YPR160W
SGV1	YPR161C
TIF3	YPR163C
MMS1	YPR164W
RHO1	YPR165W
JIP5	YPR169W
BSP1	YPR171W
YPR172W	YPR172W
VPS4	YPR173C
PRP4	YPR178W
HDA3	YPR179C
SMX3	YPR182W
DPM1	YPR183W
GDB1	YPR184W
ATG13	YPR185W
PZF1	YPR186C
RPO26	YPR187W
MLC2	YPR188C
SKI3	YPR189W
RPC82	YPR190C
SGE1	YPR198W
YPR202W	YPR202W
YPR203W	YPR203W
COX1	Q0045
AI1	Q0050
AI2	Q0055
AI4	Q0065
AI5_ALPHA	Q0070
ATP8	Q0080
ATP6	Q0085
COB	Q0105
BI4	Q0120
OLI1	Q0130
Q0144	Q0144
SCEI	Q0160
COX3	Q0275
BDH2	YAL061W
BDH1	YAL060W
ECM1	YAL059W
CNE1	YAL058W
GPB2	YAL056W
PEX22	YAL055W
AIM2	YAL049C
GEM1	YAL048C
SPC72	YAL047C
BOL3	YAL046C
BOL1	YAL044W-A
GCV3	YAL044C
PTA1	YAL043C
CDC24	YAL041W
CLN3	YAL040C
CDC19	YAL038W
RBG1	YAL036C
MTW1	YAL034W-A
FUN19	YAL034C
POP5	YAL033W
GIP4	YAL031C
MYO4	YAL029C
SAW1	YAL027W
DRS2	YAL026C
MAK16	YAL025C
LTE1	YAL024C
PMT2	YAL023C
CCR4	YAL021C
ATS1	YAL020C
FUN30	YAL019W
PSK1	YAL017W
TPD3	YAL016W
NTG1	YAL015C
DEP1	YAL013W
SWC3	YAL011W
MDM10	YAL010C
SPO7	YAL009W
FUN14	YAL008W
ERP2	YAL007C
SSA1	YAL005C
YA4W	YAL004W
EFB1	YAL003W
VPS8	YAL002W
TFC3	YAL001C
NUP60	YAR002W
ERP1	YAR002C-A
SWD1	YAR003W
SEN34	YAR008W
BUD14	YAR014C
CDC15	YAR019C
PAU7	YAR020C
YAR028W	YAR028W
YAR029W	YAR029W
YAR030C	YAR030C
MST28	YAR033W
SWH1	YAR042W
FLO1	YAR050W
YBL113C	YBL113C
YBL111C	YBL111C
YBL109W	YBL109W
PAU9	YBL108C-A
YBL107W-A	YBL107W-A
MIX23	YBL107C
PKC1	YBL105C
SEA4	YBL104C
SFT2	YBL102W
ECM21	YBL101C
ATP1	YBL099W
BRN1	YBL097W
RPL32	YBL092W
MRP21	YBL090W
AVT5	YBL089W
TEL1	YBL088C
RPL23A	YBL087C
YBL086C	YBL086C
CDC27	YBL084C
ALG3	YBL082C
YBL081W	YBL081W
PET112	YBL080C
NUP170	YBL079W
ATG8	YBL078C
ILS1	YBL076C
SSA3	YBL075C
AAR2	YBL074C
RPS8A	YBL072C
KTI11	YBL071W-A
AST1	YBL069W
SEF1	YBL066C
PRX1	YBL064C
SKT5	YBL061C
YEL1	YBL060W
PTH2	YBL057C
PTC3	YBL056W
YBL055C	YBL055C
TOD6	YBL054W
SAS3	YBL052C
EDE1	YBL047C
PSY4	YBL046W
COR1	YBL045C
PRE7	YBL041W
ERD2	YBL040C
URA7	YBL039C
MRPL16	YBL038W
APL3	YBL037W
YBL036C	YBL036C
POL12	YBL035C
STU1	YBL034C
RIB1	YBL033C
SHE1	YBL031W
PET9	YBL030C
MCM2	YBL023C
PIM1	YBL022C
RFT1	YBL020W
POP8	YBL018C
PEP1	YBL017C
FUS3	YBL016W
RRN6	YBL014C
FMT1	YBL013W
SCT1	YBL011W
ALK2	YBL009W
HIR1	YBL008W
SLA1	YBL007C
LDB7	YBL006C
UTP20	YBL004W
RER2	YBR002C
GPI18	YBR004C
DSF2	YBR007C
FLR1	YBR008C
IPP1	YBR011C
GRX7	YBR014C
MNN2	YBR015C
YBR016W	YBR016W
KAP104	YBR017C
GAL1	YBR020W
FUR4	YBR021W
POA1	YBR022W
SCO2	YBR024W
OLA1	YBR025C
ETR1	YBR026C
YBR027C	YBR027C
YPK3	YBR028C
RKM3	YBR030W
HMT1	YBR034C
CSG2	YBR036C
SCO1	YBR037C
ATP3	YBR039W
CST26	YBR042C
TCM62	YBR044C
ZTA1	YBR046C
FMP23	YBR047W
RPS11B	YBR048W
RFS1	YBR052C
PRP6	YBR055C
YBR056W	YBR056W
MUM2	YBR057C
UBP14	YBR058C
AKL1	YBR059C
ORC2	YBR060C
TRM7	YBR061C
YBR063C	YBR063C
ECM2	YBR065C
BAP2	YBR068C
RDH54	YBR073W
PFF1	YBR074W
SLM4	YBR077C
ECM33	YBR078W
RPG1	YBR079C
SEC18	YBR080C
SPT7	YBR081C
MIS1	YBR084W
RPL19A	YBR084C-A
IST2	YBR086C
KHA1	YJL094C
EXO70	YJL085W
IML2	YJL082W
SCP160	YJL080C
PRY3	YJL078C
UTP18	YJL069C
YJL068C	YJL068C
MPM1	YJL066C
TIM54	YJL054W
MHP1	YJL042W
KAR2	YJL034W
YPR204W	YPR204W
YA9C	YAR009C
YCL019W	YCL019W
YDR034C-D	YDR034C-D
YB5W-B	YBL005W-B
YDR098C-B	YDR098C-B
YDR098C-A	YDR098C-A
YDR170W-A	YDR170W-A
YDR210C-C	YDR210C-C
YDR210W-A	YDR210W-A
CSH1	YBR161W
YDR316W-B	YDR316W-B
YDR316W-A	YDR316W-A
YDR365W-B	YDR365W-B
YDR365W-A	YDR365W-A
YER160C	YER160C
YEL076C	YEL076C
YEL076C-A	YEL076C-A
YER138C	YER138C
YER137C-A	YER137C-A
YF2W-A	YFL002W-A
YGR161C-D	YGR161C-D
YGR027W-B	YGR027W-B
YGR038C-A	YGR038C-A
YGR038C-B	YGR038C-B
YAR010C	YAR010C
YGR027W-A	YGR027W-A
YGR109W-B	YGR109W-B
YH9W-B	YHL009W-B
YIL080W	YIL080W
YJR027W	YJR027W
YJR028W	YJR028W
YJR026W	YJR026W
YLR157C-B	YLR157C-B
YLR035C-A	YLR035C-A
TAR1	YLR154W-C
YLR157C-A	YLR157C-A
YLR227W-B	YLR227W-B
YLR227W-A	YLR227W-A
YLR256W-A	YLR256W-A
YLR410W-A	YLR410W-A
YML045W	YML045W
YML039W	YML039W
YML040W	YML040W
YMR045C	YMR045C
GIP2	YER054C
YNL284C-A	YNL284C-A
YNL284C-B	YNL284C-B
YNL054W-A	YNL054W-A
YOL103W-B	YOL103W-B
YOL103W-A	YOL103W-A
YOR142W-B	YOR142W-B
YOR142W-A	YOR142W-A
YOR192C-A	YOR192C-A
YOR343W-B	YOR343W-B
YRF1-8	YOR396W
YPL257W-B	YPL257W-B
YPR158C-D	YPR158C-D
YPR137C-B	YPR137C-B
YPR158C-C	YPR158C-C
YPR158W-A	YPR158W-A
YB5W-A	YBL005W-A
YBR012W-A	YBR012W-A
AAP1	YHR047C
YBL101W-B	YBL101W-B
YBR012W-B	YBR012W-B
YDR210C-D	YDR210C-D
YDR210W-B	YDR210W-B
YDR261C-D	YDR261C-D
YDR261W-A	YDR261W-A
YDR261W-B	YDR261W-B
YF2W-B	YFL002W-B
YGR161W-A	YGR161W-A
YGR161W-B	YGR161W-B
YHR214C-B	YHR214C-B
YHR214C-C	YHR214C-C
YJR029W	YJR029W
YLR410W-B	YLR410W-B
YML045W-A	YML045W-A
YMR046C	YMR046C
YMR050C	YMR050C
YMR051C	YMR051C
YNL054W-B	YNL054W-B
YOR192C-B	YOR192C-B
YPR158W-B	YPR158W-B
LRG1	YDL240W
MIX14	YDR031W
RSM10	YDR041W
RUB1	YDR139C
MCO32	YGR053C
CAF130	YGR134W
SGA1	YIL099W
FLO11	YIR019C
DAL3	YIR032C
PEX2	YJL210W
MRX12	YJR003C
PGU1	YJR153W
CBT1	YKL208W
YLR416C	YLR416C
PML39	YML107C
CYB2	YML054C
YMR082C	YMR082C
AIM36	YMR157C
MRPS17	YMR188C
YMR194C-A	YMR194C-A
MLO1	YMR252C
MRPL33	YMR286W
YNL266W	YNL266W
PHO23	YNL097C
TOP2	YNL088W
AQR1	YNL065W
NCE103	YNL036W
FRE4	YNR060W
CRC1	YOR100C
YOR331C	YOR331C
PUT4	YOR348C
ISM1	YPL040C
GAL7	YBR018C
STA1	DEX2
YBR116C	YBR116C
ATG14	YBR128C
FMP45	YDL222C
YDL218W	YDL218W
PRR2	YDL214C
RTN2	YDL204W
ATG9	YDL149W
YDR034W-B	YDR034W-B
YDR042C	YDR042C
ARP10	YDR106W
CRF1	YDR223W
PES4	YFR023W
YGR066C	YGR066C
SPG1	YGR236C
SPS	YHR139C
REC104	YHR157W
YHR210C	YHR210C
SPO22	YIL073C
YPS6	YIR039C
IMA4	YJL221C
SET4	YJL105W
MBR1	YKL093W
YKR075C	YKR075C
PCK1	YKR097W
YLR012C	YLR012C
SPG4	YMR107W
SHH3	YMR118C
ALD2	YMR170C
ERR3	YMR323W
PAU19	YMR325W
ALP1	YNL270C
MAN2	YNR073C
YOR387C	YOR387C
GRE1	YPL223C
YOR032W-A	YOR032W-A
LDH1	YBR204C
TDP1	YBR223C
SPO23	YBR250W
BPH1	YCR032W
AAD4	YDL243C
UFD2	YDL190C
CDC36	YDL165W
MSH5	YDL154W
PPH21	YDL134C
VAM6	YDL077C
YDL038C	YDL038C
BSC1	YDL037C
BAP3	YDR046C
SPO71	YDR104C
MTQ2	YDR140W
EKI1	YDR147W
SPR28	YDR218C
DIT2	YDR402C
HAT2	YEL056W
MAM1	YER106W
YFL051C	YFL051C
YPS5	YGL259W
HFM1	YGL251C
POX1	YGL205W
PRP38	YGR075C
DBF2	YGR092W
